World,OWID_WRL,1965,0
World,OWID_WRL,1966,0
World,OWID_WRL,1967,0
World,OWID_WRL,1968,0
World,OWID_WRL,1969,0
World,OWID_WRL,1970,0
World,OWID_WRL,1971,0
World,OWID_WRL,1972,0
World,OWID_WRL,1973,0
World,OWID_WRL,1974,0
World,OWID_WRL,1975,0
World,OWID_WRL,1976,0
World,OWID_WRL,1977,0
World,OWID_WRL,1978,0.008870971
World,OWID_WRL,1979,0.017741943
World,OWID_WRL,1980,0.031048333
World,OWID_WRL,1981,0.031048333
World,OWID_WRL,1982,0.054704163
World,OWID_WRL,1983,0.09697445
World,OWID_WRL,1984,0.13234167
World,OWID_WRL,1985,0.18989833
World,OWID_WRL,1986,0.4105228
World,OWID_WRL,1987,0.57772696
World,OWID_WRL,1988,0.980478
World,OWID_WRL,1989,7.835361
World,OWID_WRL,1990,10.741176
World,OWID_WRL,1991,12.082573
World,OWID_WRL,1992,13.994874
World,OWID_WRL,1993,16.867165
World,OWID_WRL,1994,21.088448
World,OWID_WRL,1995,24.46058
World,OWID_WRL,1996,27.250431
World,OWID_WRL,1997,35.567307
World,OWID_WRL,1998,47.10265
World,OWID_WRL,1999,62.767708
World,OWID_WRL,2000,92.87796
World,OWID_WRL,2001,112.75258
World,OWID_WRL,2002,152.89404
World,OWID_WRL,2003,183.53348
World,OWID_WRL,2004,246.72266
World,OWID_WRL,2005,299.59247
World,OWID_WRL,2006,379.86954
World,OWID_WRL,2007,484.96048
World,OWID_WRL,2008,622.1905
World,OWID_WRL,2009,773.0175
World,OWID_WRL,2010,961.486
World,OWID_WRL,2011,1215.6783
World,OWID_WRL,2012,1454.6062
World,OWID_WRL,2013,1732.0238
World,OWID_WRL,2014,1912.321
World,OWID_WRL,2015,2238.8726
World,OWID_WRL,2016,2575.6694
World,OWID_WRL,2017,3037.927
World,OWID_WRL,2018,3358.8267
World,OWID_WRL,2019,3744.7256
World,OWID_WRL,2020,4186.181
World,OWID_WRL,2021,4851.594
World,OWID_WRL,2022,5487.6
